Time,Cheating
60280,0
60320,0
60360,0
60400,0
60440,0
60480,0
60520,0
60560,0
60600,0
60640,0
60680,0
60720,0
60760,0
60800,0
60840,0
60880,0
60920,0
60960,0
61000,0
61040,0
61080,0
61120,0
61160,0
61200,0
61240,0
61280,0
61320,0
61360,0
61400,0
61440,0
61480,0
61520,0
61560,0
61600,0
61640,0
61680,0
61720,0
61760,0
61800,0
61840,0
61880,0
61920,0
61960,0
62000,0
62040,0
62080,0
62120,0
62160,0
62200,0
62240,0
62280,0
62320,0
62360,0
62400,0
62440,0
62480,0
62520,0
62560,0
62600,0
62640,0
62680,0
62720,0
62760,0
62800,0
62840,0
62880,0
62920,0
62960,0
63000,0
63040,0
63080,0
63120,0
63160,0
63200,0
63240,0
63280,0
63320,0
63360,0
63400,0
63440,0
63480,0
63520,0
63560,0
63600,0
63640,0
63680,0
63720,0
63760,0
63800,0
63840,0
63880,0
63920,0
63960,0
64000,0
64040,0
64080,0
64120,0
64160,0
64200,0
64240,0
64280,0
64320,0
64360,0
64400,0
64440,0
64480,0
64520,0
64560,0
64600,0
64640,0
64680,0
64720,0
64760,0
64800,0
64840,0
64880,0
64920,0
64960,0
65000,0
65040,0
65080,0
65120,0
65160,0
65200,0
65240,0
65280,0
65320,0
65360,0
65400,0
65440,0
65480,0
65520,0
65560,0
65600,0
65640,0
65680,0
65720,0
65760,0
65800,0
65840,0
65880,0
65920,0
65960,0
66000,0
66040,0
66080,0
66120,0
66160,0
66200,0
66240,0
66280,0
66320,0
66360,0
66400,0
66440,0
66480,0
66520,0
66560,0
66600,0
66640,0
66680,0
66720,0
66760,0
66800,0
66840,0
66880,0
66920,0
66960,0
67000,0
67040,0
67080,0
67120,0
67160,0
67200,0
67240,0
67280,0
67320,0
67360,0
67400,0
67440,0
67480,0
67520,0
67560,0
67600,0
67640,0
67680,0
67720,0
67760,0
67800,0
67840,0
67880,0
67920,0
67960,0
68000,0
68040,0
68080,0
68120,0
68160,0
68200,0
68240,0
68280,0
68320,0
68360,0
68400,0
68440,0
68480,0
68520,0
68560,0
68600,0
68640,0
68680,0
68720,0
68760,0
68800,0
68840,0
68880,0
68920,0
68960,0
69000,0
69040,0
69080,0
69120,0
69160,0
69200,0
69240,0
69280,0
69320,0
69360,0
69400,0
69440,0
69480,0
69520,0
69560,0
69600,0
69640,0
69680,0
69720,0
69760,0
69800,0
69840,0
69880,0
69920,0
69960,0
70000,0
70040,0
70080,0
70120,0
70160,0
70200,0
70240,0
70280,0
70320,0
70360,0
70400,0
70440,0
70480,0
70520,0
70560,0
70600,0
70640,0
70680,0
70720,0
70760,0
70800,0
70840,0
70880,0
70920,0
70960,0
71000,0
71040,0
71080,0
71120,0
71160,0
71200,0
71240,0
71280,0
71320,0
71360,0
71400,0
71440,0
71480,0
71520,0
71560,0
71600,0
71640,0
71680,0
71720,0
71760,0
71800,0
71840,0
71880,0
71920,0
71960,0
72000,0
72040,0
72080,0
72120,0
72160,0
72200,0
72240,0
72280,0
72320,0
72360,0
72400,0
72440,0
72480,0
72520,0
72560,0
72600,0
72640,0
72680,0
72720,0
72760,0
72800,0
72840,0
72880,0
72920,0
72960,0
73000,0
73040,0
73080,0
73120,0
73160,0
73200,0
73240,0
73280,0
73320,0
73360,0
73400,0
73440,0
73480,0
73520,0
73560,0
73600,0
73640,0
73680,0
73720,0
73760,0
73800,0
73840,0
73880,0
73920,0
73960,0
74000,0
74040,0
74080,0
74120,0
74160,0
74200,0
74240,0
74280,0
74320,0
74360,0
74400,0
74440,0
74480,0
74520,0
74560,0
74600,0
74640,0
74680,0
74720,0
74760,0
74800,0
74840,0
74880,0
74920,0
74960,0
75000,0
75040,0
75080,0
75120,0
75160,0
75200,0
75240,0
75280,0
75320,0
75360,0
75400,0
75440,0
75480,0
75520,0
75560,0
75600,0
75640,0
75680,0
75720,0
75760,0
75800,0
75840,0
75880,0
75920,0
75960,0
76000,0
76040,0
76080,0
76120,0
76160,0
76200,0
76240,0
76280,0
76320,0
76360,0
76400,0
76440,0
76480,0
76520,0
76560,0
76600,0
76640,0
76680,0
76720,0
76760,0
76800,0
76840,0
76880,0
76920,0
76960,0
77000,0
77040,0
77080,0
77120,0
77160,0
77200,0
77240,0
77280,0
77320,0
77360,0
77400,0
77440,0
77480,0
77520,0
77560,0
77600,0
77640,0
77680,0
77720,0
77760,0
77800,0
77840,0
77880,0
77920,0
77960,0
78000,0
78040,0
78080,0
78120,0
78160,0
78200,0
78240,0
78280,0
78320,0
78360,0
78400,0
78440,0
78480,0
78520,0
78560,0
78600,0
78640,0
78680,0
78720,0
78760,0
78800,0
78840,0
78880,0
78920,0
78960,0
79000,0
79040,0
79080,0
79120,0
79160,0
79200,0
79240,0
79280,0
79320,0
79360,0
79400,0
79440,0
79480,0
79520,0
79560,0
79600,0
79640,0
79680,0
79720,0
79760,0
79800,0
79840,0
79880,0
79920,0
79960,0
80000,0
80040,0
80080,0
80120,0
80160,0
80200,0
80240,0
80280,0
80320,0
80360,0
80400,0
80440,0
80480,0
80520,0
80560,0
80600,0
80640,0
80680,0
80720,0
80760,0
80800,0
80840,0
80880,0
80920,0
80960,0
81000,0
81040,0
81080,0
81120,0
81160,0
81200,0
81240,0
81280,0
81320,0
81360,0
81400,0
81440,0
81480,0
81520,0
81560,0
81600,0
81640,0
81680,0
81720,0
81760,0
81800,0
81840,0
81880,0
81920,0
81960,0
82000,0
82040,0
82080,0
82120,0
82160,0
82200,0
82240,0
82280,0
82320,0
82360,0
82400,0
82440,0
82480,0
82520,0
82560,0
82600,0
82640,0
82680,0
82720,0
82760,0
82800,0
82840,0
82880,0
82920,0
82960,0
83000,0
83040,0
83080,0
83120,0
83160,0
83200,0
83240,0
83280,0
83320,0
83360,0
83400,0
83440,0
83480,0
83520,0
83560,0
83600,0
83640,0
83680,0
83720,0
83760,0
83800,0
83840,0
83880,0
83920,0
83960,0
84000,0
84040,0
84080,0
84120,0
84160,0
84200,0
84240,0
84280,0
84320,0
84360,0
84400,0
84440,0
84480,0
84520,0
84560,0
84600,0
84640,0
84680,0
84720,0
84760,0
84800,0
84840,0
84880,0
84920,0
84960,0
85000,0
85040,0
85080,0
85120,0
85160,0
85200,0
85240,0
85280,0
85320,0
85360,0
85400,0
85440,0
85480,0
85520,0
85560,0
85600,0
85640,0
85680,0
85720,0
85760,0
85800,0
85840,0
85880,0
85920,0
85960,0
86000,0
86040,0
86080,0
86120,0
86160,0
86200,0
86240,0
86280,0
86320,0
86360,0
86400,0
86440,0
86480,0
86520,0
86560,0
86600,0
86640,0
86680,0
86720,0
86760,0
86800,0
86840,0
86880,0
86920,0
86960,0
87000,0
87040,0
87080,0
87120,0
87160,0
87200,0
87240,0
87280,0
87320,0
87360,0
87400,0
87440,0
87480,0
87520,0
87560,0
87600,0
87640,0
87680,0
87720,0
87760,0
87800,0
87840,0
87880,0
87920,0
87960,0
88000,0
88040,0
88080,0
88120,0
88160,0
88200,0
88240,0
88280,0
88320,0
88360,0
88400,0
88440,0
88480,0
88520,0
88560,0
88600,0
88640,0
88680,0
88720,0
88760,0
88800,0
88840,0
88880,0
88920,0
88960,0
89000,0
89040,0
89080,0
89120,0
89160,0
89200,0
89240,0
89280,0
89320,0
89360,0
89400,0
89440,0
89480,0
89520,0
89560,0
89600,0
89640,0
89680,0
89720,0
89760,0
89800,0
89840,0
89880,0
89920,0
89960,0
90000,0
90040,0
90080,0
90120,0
90160,0
90200,0
90240,0
90280,0
90320,0
90360,0
90400,0
90440,0
90480,0
90520,0
90560,0
90600,0
90640,0
90680,0
90720,0
90760,0
90800,0
90840,0
90880,0
90920,0
90960,0
91000,0
91040,0
91080,0
91120,0
91160,0
91200,0
91240,0
91280,0
91320,0
91360,0
91400,0
91440,0
91480,0
91520,0
91560,0
91600,0
91640,0
91680,0
91720,0
91760,0
91800,0
91840,0
91880,0
91920,0
91960,0
92000,0
92040,0
92080,0
92120,0
92160,0
92200,0
92240,0
92280,0
92320,0
92360,0
92400,0
92440,0
92480,0
92520,0
92560,0
92600,0
92640,0
92680,0
92720,0
92760,0
92800,0
92840,0
92880,0
92920,0
92960,0
93000,0
93040,0
93080,0
93120,0
93160,0
93200,0
93240,0
93280,0
93320,0
93360,0
93400,0
93440,0
93480,0
93520,0
93560,0
93600,0
93640,0
93680,0
93720,0
93760,0
93800,0
93840,0
93880,0
93920,0
93960,0
94000,0
94040,0
94080,0
94120,0
94160,0
94200,0
94240,0
94280,0
94320,0
94360,0
94400,0
94440,0
94480,0
94520,0
94560,0
94600,0
94640,0
94680,0
94720,0
94760,0
94800,0
94840,0
94880,0
94920,0
94960,0
95000,0
95040,0
95080,0
95120,0
95160,0
95200,0
95240,0
95280,0
95320,0
95360,0
95400,0
95440,0
95480,0
95520,0
95560,0
95600,0
95640,0
95680,0
95720,0
95760,0
95800,0
95840,0
95880,0
95920,0
95960,0
96000,0
96040,0
96080,0
96120,0
96160,0
96200,0
96240,0
96280,0
96320,0
96360,0
96400,0
96440,0
96480,0
96520,0
96560,0
96600,0
96640,0
96680,0
96720,0
96760,0
96800,0
96840,0
96880,0
96920,0
96960,0
97000,0
97040,0
97080,0
97120,0
97160,0
97200,0
97240,0
97280,0
97320,0
97360,0
97400,0
97440,0
97480,0
97520,0
97560,0
97600,0
97640,0
97680,0
97720,0
97760,0
97800,0
97840,0
97880,0
97920,0
97960,0
98000,0
98040,0
98080,0
98120,0
98160,0
98200,0
98240,0
98280,0
98320,0
98360,0
98400,0
98440,0
98480,0
98520,0
98560,0
98600,0
98640,0
98680,0
98720,0
98760,0
98800,0
98840,0
98880,0
98920,0
98960,0
99000,0
99040,0
99080,0
99120,0
99160,0
99200,0
99240,0
99280,0
99320,0
99360,0
99400,0
99440,0
99480,0
99520,0
99560,0
99600,0
99640,0
99680,0
99720,0
99760,0
99800,0
99840,0
99880,0
99920,0
99960,0
100000,0
100040,0
100080,0
100120,0
100160,0
100200,0
100240,0
100280,0
100320,0
100360,0
100400,0
100440,0
100480,0
100520,0
100560,0
100600,0
100640,0
100680,0
100720,0
100760,0
100800,0
100840,0
100880,0
100920,0
100960,0
101000,0
101040,0
101080,0
101120,0
101160,0
101200,0
101240,0
101280,0
101320,0
101360,0
101400,0
101440,0
101480,0
101520,0
101560,0
101600,0
101640,0
101680,0
101720,0
101760,0
101800,0
101840,0
101880,0
101920,0
101960,0
102000,0
102040,0
102080,0
102120,0
102160,0
102200,0
102240,0
102280,0
102320,0
102360,0
102400,0
102440,0
102480,0
102520,0
102560,0
102600,0
102640,0
102680,0
102720,0
102760,0
102800,0
102840,0
102880,0
102920,0
102960,0
103000,0
103040,0
103080,0
103120,0
103160,0
103200,0
103240,0
103280,0
103320,0
103360,0
103400,0
103440,0
103480,0
103520,0
103560,0
103600,0
103640,0
103680,0
103720,0
103760,0
103800,0
103840,0
103880,0
103920,0
103960,0
104000,0
104040,0
104080,0
104120,0
104160,0
104200,0
104240,0
104280,0
104320,0
104360,0
104400,0
104440,0
104480,0
104520,0
104560,0
104600,0
104640,0
104680,0
104720,0
104760,0
104800,0
104840,0
104880,0
104920,0
104960,0
105000,0
105040,0
105080,0
105120,0
105160,0
105200,0
105240,0
105280,0
105320,0
105360,0
105400,0
105440,0
105480,0
105520,0
105560,0
105600,0
105640,0
105680,0
105720,0
105760,0
105800,0
105840,0
105880,0
105920,0
105960,0
106000,0
106040,0
106080,0
106120,0
106160,0
106200,0
106240,0
106280,0
106320,0
106360,0
106400,0
106440,0
106480,0
106520,0
106560,0
106600,0
106640,0
106680,0
106720,0
106760,0
106800,0
106840,0
106880,0
106920,0
106960,0
107000,0
107040,0
107080,0
107120,0
107160,0
107200,0
107240,0
107280,0
107320,0
107360,0
107400,0
107440,0
107480,0
107520,0
107560,0
107600,0
107640,0
107680,0
107720,0
107760,0
107800,0
107840,0
107880,0
107920,0
107960,0
108000,0
108040,0
108080,0
108120,0
108160,0
108200,0
108240,0
108280,0
108320,0
108360,0
108400,0
108440,0
108480,0
108520,0
108560,0
108600,0
108640,0
108680,0
108720,0
108760,0
108800,0
108840,0
108880,0
108920,0
108960,0
109000,0
109040,0
109080,0
109120,0
109160,0
109200,0
109240,0
109280,0
109320,0
109360,0
109400,0
109440,0
109480,0
109520,0
109560,0
109600,0
109640,0
109680,0
109720,0
109760,0
109800,0
109840,0
109880,0
109920,0
109960,0
110000,0
110040,0
110080,0
110120,0
110160,0
110200,0
110240,0
110280,0
110320,0
110360,0
110400,0
110440,0
110480,0
110520,0
110560,0
110600,0
110640,0
110680,0
110720,0
110760,0
110800,0
110840,0
110880,0
110920,0
110960,0
111000,0
111040,0
111080,0
111120,0
111160,0
111200,0
111240,0
111280,0
111320,0
111360,0
111400,0
111440,0
111480,0
111520,0
111560,0
111600,0
111640,0
111680,0
111720,0
111760,0
111800,0
111840,0
111880,0
111920,0
111960,0
112000,0
