cheating,timestamp,
30000,1,30000
30040,1,30040
30080,1,30080
30120,1,30120
30160,1,30160
30200,1,30200
30240,1,30240
30280,1,30280
30320,1,30320
30360,1,30360
30400,1,30400
30440,1,30440
30480,1,30480
30520,1,30520
30560,1,30560
30600,1,30600
30640,1,30640
30680,1,30680
30720,1,30720
30760,1,30760
30800,1,30800
30840,1,30840
30880,1,30880
30920,1,30920
30960,1,30960
31000,1,31000
31040,1,31040
31080,1,31080
31120,1,31120
31160,1,31160
31200,1,31200
31240,1,31240
31280,1,31280
31320,1,31320
31360,1,31360
31400,1,31400
31440,1,31440
31480,1,31480
31520,1,31520
31560,1,31560
31600,1,31600
31640,1,31640
31680,1,31680
31720,1,31720
31760,1,31760
31800,1,31800
31840,1,31840
31880,1,31880
31920,1,31920
31960,1,31960
32000,1,32000
32040,1,32040
32080,1,32080
32120,1,32120
32160,1,32160
32200,1,32200
32240,1,32240
32280,1,32280
32320,1,32320
32360,1,32360
32400,1,32400
32440,1,32440
32480,1,32480
32520,1,32520
32560,1,32560
32600,1,32600
32640,1,32640
32680,1,32680
32720,1,32720
32760,1,32760
32800,1,32800
32840,1,32840
32880,1,32880
32920,1,32920
32960,1,32960
33000,1,33000
33040,1,33040
33080,1,33080
33120,1,33120
33160,1,33160
33200,1,33200
33240,1,33240
33280,1,33280
33320,1,33320
33360,1,33360
33400,1,33400
33440,1,33440
33480,1,33480
33520,1,33520
33560,1,33560
33600,1,33600
33640,1,33640
33680,1,33680
33720,1,33720
33760,1,33760
33800,1,33800
33840,1,33840
33880,1,33880
33920,1,33920
33960,1,33960
34000,1,34000
34040,1,34040
34080,1,34080
34120,1,34120
34160,1,34160
34200,1,34200
34240,1,34240
34280,1,34280
34320,1,34320
34360,1,34360
34400,1,34400
34440,1,34440
34480,1,34480
34520,1,34520
34560,1,34560
34600,1,34600
34640,1,34640
34680,1,34680
34720,1,34720
34760,1,34760
34800,1,34800
34840,1,34840
34880,1,34880
34920,1,34920
34960,1,34960
35000,1,35000
35040,1,35040
35080,1,35080
35120,1,35120
35160,1,35160
35200,1,35200
35240,1,35240
35280,1,35280
35320,1,35320
35360,1,35360
35400,1,35400
35440,1,35440
35480,1,35480
35520,1,35520
35560,1,35560
35600,1,35600
35640,1,35640
35680,1,35680
35720,1,35720
35760,1,35760
35800,1,35800
35840,1,35840
35880,1,35880
35920,1,35920
35960,1,35960
36000,1,36000
36040,1,36040
36080,1,36080
36120,1,36120
36160,1,36160
36200,1,36200
36240,1,36240
36280,1,36280
36320,1,36320
36360,1,36360
36400,1,36400
36440,1,36440
36480,1,36480
36520,1,36520
36560,1,36560
36600,1,36600
36640,1,36640
36680,1,36680
36720,1,36720
36760,1,36760
36800,1,36800
36840,1,36840
36880,1,36880
36920,1,36920
36960,1,36960
37000,1,37000
37040,1,37040
37080,1,37080
37120,1,37120
37160,1,37160
37200,1,37200
37240,1,37240
37280,1,37280
37320,1,37320
37360,1,37360
37400,1,37400
37440,1,37440
37480,1,37480
37520,1,37520
37560,1,37560
37600,1,37600
37640,1,37640
37680,1,37680
37720,1,37720
37760,1,37760
37800,1,37800
37840,1,37840
37880,1,37880
37920,1,37920
37960,1,37960
38000,1,38000
38040,1,38040
0,0,38080
0,0,38120
0,0,38160
0,0,38200
0,0,38240
0,0,38280
0,0,38320
0,0,38360
0,0,38400
0,0,38440
0,0,38480
0,0,38520
0,0,38560
0,0,38600
0,0,38640
0,0,38680
0,0,38720
0,0,38760
0,0,38800
0,0,38840
0,0,38880
0,0,38920
0,0,38960
0,0,39000
0,0,39040
0,0,39080
0,0,39120
0,0,39160
0,0,39200
0,0,39240
0,0,39280
0,0,39320
0,0,39360
0,0,39400
0,0,39440
0,0,39480
0,0,39520
0,0,39560
0,0,39600
0,0,39640
0,0,39680
0,0,39720
0,0,39760
0,0,39800
0,0,39840
0,0,39880
0,0,39920
0,0,39960
0,0,40000
0,0,40040
0,0,40080
0,0,40120
0,0,40160
0,0,40200
0,0,40240
0,0,40280
0,0,40320
0,0,40360
0,0,40400
0,0,40440
0,0,40480
0,0,40520
0,0,40560
0,0,40600
0,0,40640
0,0,40680
0,0,40720
0,0,40760
0,0,40800
0,0,40840
0,0,40880
0,0,40920
0,0,40960
0,0,41000
0,0,41040
0,0,41080
0,0,41120
0,0,41160
0,0,41200
0,0,41240
0,0,41280
0,0,41320
0,0,41360
0,0,41400
0,0,41440
0,0,41480
0,0,41520
0,0,41560
0,0,41600
0,0,41640
0,0,41680
0,0,41720
0,0,41760
0,0,41800
0,0,41840
0,0,41880
0,0,41920
0,0,41960
0,0,42000
0,0,42040
0,0,42080
0,0,42120
0,0,42160
0,0,42200
0,0,42240
0,0,42280
0,0,42320
0,0,42360
0,0,42400
0,0,42440
0,0,42480
0,0,42520
0,0,42560
0,0,42600
0,0,42640
0,0,42680
0,0,42720
0,0,42760
0,0,42800
0,0,42840
0,0,42880
0,0,42920
0,0,42960
0,0,43000
0,0,43040
0,0,43080
0,0,43120
0,0,43160
0,0,43200
0,0,43240
0,0,43280
0,0,43320
0,0,43360
0,0,43400
0,0,43440
0,0,43480
0,0,43520
0,0,43560
0,0,43600
0,0,43640
0,0,43680
0,0,43720
0,0,43760
0,0,43800
0,0,43840
0,0,43880
0,0,43920
0,0,43960
0,0,44000
0,0,44040
0,0,44080
0,0,44120
0,0,44160
0,0,44200
0,0,44240
0,0,44280
0,0,44320
0,0,44360
0,0,44400
0,0,44440
0,0,44480
0,0,44520
0,0,44560
0,0,44600
0,0,44640
0,0,44680
0,0,44720
0,0,44760
0,0,44800
0,0,44840
0,0,44880
0,0,44920
0,0,44960
0,0,45000
0,0,45040
0,0,45080
0,0,45120
0,0,45160
0,0,45200
0,0,45240
0,0,45280
0,0,45320
0,0,45360
0,0,45400
0,0,45440
0,0,45480
0,0,45520
0,0,45560
0,0,45600
0,0,45640
0,0,45680
0,0,45720
0,0,45760
0,0,45800
0,0,45840
0,0,45880
0,0,45920
0,0,45960
0,0,46000
0,0,46040
0,0,46080
0,0,46120
0,0,46160
0,0,46200
0,0,46240
0,0,46280
0,0,46320
0,0,46360
0,0,46400
0,0,46440
0,0,46480
0,0,46520
0,0,46560
0,0,46600
0,0,46640
0,0,46680
0,0,46720
0,0,46760
0,0,46800
0,0,46840
0,0,46880
0,0,46920
0,0,46960
0,0,47000
0,0,47040
0,0,47080
0,0,47120
0,0,47160
0,0,47200
0,0,47240
0,0,47280
0,0,47320
0,0,47360
0,0,47400
0,0,47440
0,0,47480
0,0,47520
0,0,47560
0,0,47600
0,0,47640
0,0,47680
0,0,47720
0,0,47760
0,0,47800
0,0,47840
0,0,47880
0,0,47920
0,0,47960
0,0,48000
0,0,48040
0,0,48080
0,0,48120
0,0,48160
0,0,48200
0,0,48240
0,0,48280
0,0,48320
0,0,48360
0,0,48400
0,0,48440
0,0,48480
0,0,48520
0,0,48560
0,0,48600
0,0,48640
0,0,48680
0,0,48720
0,0,48760
0,0,48800
0,0,48840
0,0,48880
0,0,48920
0,0,48960
0,0,49000
0,0,49040
0,0,49080
0,0,49120
0,0,49160
0,0,49200
0,0,49240
0,0,49280
0,0,49320
0,0,49360
0,0,49400
0,0,49440
0,0,49480
0,0,49520
0,0,49560
0,0,49600
0,0,49640
0,0,49680
0,0,49720
0,0,49760
0,0,49800
0,0,49840
0,0,49880
0,0,49920
0,0,49960
0,0,50000
0,0,50040
0,0,50080
0,0,50120
0,0,50160
0,0,50200
0,0,50240
0,0,50280
0,0,50320
0,0,50360
0,0,50400
0,0,50440
0,0,50480
0,0,50520
0,0,50560
0,0,50600
0,0,50640
0,0,50680
0,0,50720
0,0,50760
0,0,50800
0,0,50840
0,0,50880
0,0,50920
0,0,50960
0,0,51000
0,0,51040
0,0,51080
0,0,51120
0,0,51160
0,0,51200
0,0,51240
0,0,51280
0,0,51320
0,0,51360
0,0,51400
0,0,51440
0,0,51480
0,0,51520
0,0,51560
0,0,51600
0,0,51640
0,0,51680
0,0,51720
0,0,51760
0,0,51800
0,0,51840
0,0,51880
0,0,51920
0,0,51960
0,0,52000
0,0,52040
0,0,52080
0,0,52120
0,0,52160
0,0,52200
0,0,52240
0,0,52280
0,0,52320
0,0,52360
0,0,52400
0,0,52440
0,0,52480
0,0,52520
0,0,52560
0,0,52600
0,0,52640
0,0,52680
0,0,52720
0,0,52760
0,0,52800
0,0,52840
0,0,52880
0,0,52920
0,0,52960
0,0,53000
0,0,53040
0,0,53080
0,0,53120
0,0,53160
0,0,53200
0,0,53240
0,0,53280
0,0,53320
0,0,53360
0,0,53400
0,0,53440
0,0,53480
0,0,53520
0,0,53560
0,0,53600
0,0,53640
0,0,53680
0,0,53720
0,0,53760
0,0,53800
0,0,53840
0,0,53880
0,0,53920
0,0,53960
0,0,54000
0,0,54040
0,0,54080
0,0,54120
0,0,54160
0,0,54200
0,0,54240
0,0,54280
0,0,54320
0,0,54360
0,0,54400
0,0,54440
0,0,54480
0,0,54520
0,0,54560
0,0,54600
0,0,54640
0,0,54680
0,0,54720
0,0,54760
0,0,54800
0,0,54840
0,0,54880
0,0,54920
0,0,54960
0,0,55000
0,0,55040
0,0,55080
0,0,55120
0,0,55160
0,0,55200
0,0,55240
0,0,55280
0,0,55320
0,0,55360
0,0,55400
0,0,55440
0,0,55480
0,0,55520
0,0,55560
0,0,55600
0,0,55640
0,0,55680
0,0,55720
0,0,55760
0,0,55800
0,0,55840
0,0,55880
0,0,55920
0,0,55960
0,0,56000
0,0,56040
0,0,56080
0,0,56120
0,0,56160
0,0,56200
0,0,56240
0,0,56280
0,0,56320
0,0,56360
0,0,56400
0,0,56440
0,0,56480
0,0,56520
0,0,56560
0,0,56600
0,0,56640
0,0,56680
0,0,56720
0,0,56760
0,0,56800
0,0,56840
0,0,56880
0,0,56920
0,0,56960
0,0,57000
0,0,57040
0,0,57080
0,0,57120
0,0,57160
0,0,57200
0,0,57240
0,0,57280
0,0,57320
0,0,57360
0,0,57400
0,0,57440
0,0,57480
0,0,57520
0,0,57560
0,0,57600
0,0,57640
0,0,57680
0,0,57720
0,0,57760
0,0,57800
0,0,57840
0,0,57880
0,0,57920
0,0,57960
0,0,58000
0,0,58040
0,0,58080
0,0,58120
0,0,58160
0,0,58200
0,0,58240
0,0,58280
0,0,58320
0,0,58360
0,0,58400
0,0,58440
0,0,58480
0,0,58520
0,0,58560
0,0,58600
0,0,58640
0,0,58680
0,0,58720
0,0,58760
0,0,58800
0,0,58840
0,0,58880
0,0,58920
0,0,58960
0,0,59000
0,0,59040
0,0,59080
0,0,59120
0,0,59160
0,0,59200
0,0,59240
0,0,59280
0,0,59320
0,0,59360
0,0,59400
0,0,59440
0,0,59480
0,0,59520
0,0,59560
0,0,59600
0,0,59640
0,0,59680
0,0,59720
0,0,59760
0,0,59800
0,0,59840
0,0,59880
0,0,59920
0,0,59960
0,0,60000
0,0,60040
0,0,60080
0,0,60120
0,0,60160
0,0,60200
0,0,60240
0,0,60280
0,0,60320
0,0,60360
0,0,60400
0,0,60440
0,0,60480
0,0,60520
0,0,60560
0,0,60600
0,0,60640
0,0,60680
0,0,60720
0,0,60760
0,0,60800
0,0,60840
0,0,60880
0,0,60920
0,0,60960
0,0,61000
0,0,61040
0,0,61080
0,0,61120
0,0,61160
0,0,61200
0,0,61240
0,0,61280
0,0,61320
0,0,61360
0,0,61400
0,0,61440
0,0,61480
0,0,61520
0,0,61560
0,0,61600
0,0,61640
0,0,61680
0,0,61720
0,0,61760
0,0,61800
0,0,61840
0,0,61880
0,0,61920
0,0,61960
0,0,62000
0,0,62040
0,0,62080
0,0,62120
0,0,62160
0,0,62200
0,0,62240
0,0,62280
0,0,62320
0,0,62360
0,0,62400
0,0,62440
0,0,62480
0,0,62520
0,0,62560
0,0,62600
0,0,62640
0,0,62680
0,0,62720
0,0,62760
0,0,62800
0,0,62840
0,0,62880
0,0,62920
0,0,62960
0,0,63000
0,0,63040
0,0,63080
0,0,63120
0,0,63160
0,0,63200
0,0,63240
0,0,63280
0,0,63320
0,0,63360
0,0,63400
0,0,63440
0,0,63480
0,0,63520
0,0,63560
0,0,63600
0,0,63640
0,0,63680
0,0,63720
0,0,63760
0,0,63800
0,0,63840
0,0,63880
0,0,63920
0,0,63960
0,0,64000
0,0,64040
0,0,64080
0,0,64120
0,0,64160
0,0,64200
0,0,64240
0,0,64280
0,0,64320
0,0,64360
0,0,64400
0,0,64440
0,0,64480
0,0,64520
0,0,64560
0,0,64600
0,0,64640
0,0,64680
0,0,64720
0,0,64760
0,0,64800
0,0,64840
0,0,64880
0,0,64920
0,0,64960
0,0,65000
0,0,65040
0,0,65080
0,0,65120
0,0,65160
0,0,65200
0,0,65240
0,0,65280
0,0,65320
0,0,65360
0,0,65400
0,0,65440
0,0,65480
0,0,65520
0,0,65560
0,0,65600
0,0,65640
0,0,65680
0,0,65720
0,0,65760
0,0,65800
0,0,65840
0,0,65880
0,0,65920
0,0,65960
0,0,66000
0,0,66040
0,0,66080
0,0,66120
0,0,66160
0,0,66200
0,0,66240
0,0,66280
0,0,66320
0,0,66360
0,0,66400
0,0,66440
0,0,66480
0,0,66520
0,0,66560
0,0,66600
0,0,66640
0,0,66680
0,0,66720
0,0,66760
0,0,66800
0,0,66840
0,0,66880
0,0,66920
0,0,66960
0,0,67000
0,0,67040
0,0,67080
0,0,67120
0,0,67160
0,0,67200
0,0,67240
0,0,67280
0,0,67320
0,0,67360
0,0,67400
0,0,67440
0,0,67480
0,0,67520
0,0,67560
0,0,67600
0,0,67640
0,0,67680
0,0,67720
0,0,67760
0,0,67800
0,0,67840
0,0,67880
0,0,67920
0,0,67960
0,0,68000
0,0,68040
0,0,68080
0,0,68120
0,0,68160
0,0,68200
0,0,68240
0,0,68280
0,0,68320
0,0,68360
0,0,68400
0,0,68440
0,0,68480
0,0,68520
0,0,68560
0,0,68600
0,0,68640
0,0,68680
0,0,68720
0,0,68760
0,0,68800
0,0,68840
0,0,68880
0,0,68920
0,0,68960
0,0,69000
0,0,69040
0,0,69080
0,0,69120
0,0,69160
0,0,69200
0,0,69240
0,0,69280
0,0,69320
0,0,69360
0,0,69400
0,0,69440
0,0,69480
0,0,69520
0,0,69560
0,0,69600
0,0,69640
0,0,69680
0,0,69720
0,0,69760
0,0,69800
0,0,69840
0,0,69880
0,0,69920
0,0,69960
0,0,70000
0,0,70040
0,0,70080
0,0,70120
0,0,70160
0,0,70200
0,0,70240
0,0,70280
0,0,70320
0,0,70360
0,0,70400
0,0,70440
0,0,70480
0,0,70520
0,0,70560
0,0,70600
0,0,70640
0,0,70680
0,0,70720
0,0,70760
0,0,70800
0,0,70840
0,0,70880
0,0,70920
0,0,70960
0,0,71000
0,0,71040
0,0,71080
0,0,71120
0,0,71160
0,0,71200
0,0,71240
0,0,71280
0,0,71320
0,0,71360
0,0,71400
0,0,71440
0,0,71480
0,0,71520
0,0,71560
0,0,71600
0,0,71640
0,0,71680
0,0,71720
0,0,71760
0,0,71800
0,0,71840
0,0,71880
0,0,71920
0,0,71960
0,0,72000
0,0,72040
0,0,72080
0,0,72120
0,0,72160
0,0,72200
0,0,72240
0,0,72280
0,0,72320
0,0,72360
0,0,72400
0,0,72440
0,0,72480
0,0,72520
0,0,72560
0,0,72600
0,0,72640
0,0,72680
0,0,72720
0,0,72760
0,0,72800
0,0,72840
0,0,72880
0,0,72920
0,0,72960
0,0,73000
0,0,73040
0,0,73080
0,0,73120
0,0,73160
0,0,73200
0,0,73240
0,0,73280
0,0,73320
0,0,73360
0,0,73400
0,0,73440
0,0,73480
0,0,73520
0,0,73560
0,0,73600
0,0,73640
0,0,73680
0,0,73720
0,0,73760
0,0,73800
0,0,73840
0,0,73880
0,0,73920
0,0,73960
0,0,74000
0,0,74040
0,0,74080
0,0,74120
0,0,74160
0,0,74200
0,0,74240
0,0,74280
0,0,74320
0,0,74360
0,0,74400
0,0,74440
0,0,74480
0,0,74520
0,0,74560
0,0,74600
0,0,74640
0,0,74680
0,0,74720
0,0,74760
0,0,74800
0,0,74840
0,0,74880
0,0,74920
0,0,74960
0,0,75000
0,0,75040
0,0,75080
0,0,75120
0,0,75160
0,0,75200
0,0,75240
0,0,75280
0,0,75320
0,0,75360
0,0,75400
0,0,75440
0,0,75480
0,0,75520
0,0,75560
0,0,75600
0,0,75640
0,0,75680
0,0,75720
0,0,75760
0,0,75800
0,0,75840
0,0,75880
0,0,75920
0,0,75960
0,0,76000
0,0,76040
0,0,76080
0,0,76120
0,0,76160
0,0,76200
0,0,76240
0,0,76280
0,0,76320
0,0,76360
0,0,76400
0,0,76440
0,0,76480
0,0,76520
0,0,76560
0,0,76600
0,0,76640
0,0,76680
0,0,76720
0,0,76760
0,0,76800
0,0,76840
0,0,76880
0,0,76920
0,0,76960
0,0,77000
0,0,77040
0,0,77080
0,0,77120
0,0,77160
0,0,77200
0,0,77240
0,0,77280
0,0,77320
0,0,77360
0,0,77400
0,0,77440
0,0,77480
0,0,77520
0,0,77560
0,0,77600
0,0,77640
0,0,77680
0,0,77720
0,0,77760
0,0,77800
0,0,77840
0,0,77880
0,0,77920
